sample_id	chrom	start	end	cn_a	cn_b
RSubduralMet	16	23043360	34461167	2	1
RSubduralMet	16	46486172	89998794	2	1
RSubduralMet	17	6157	4835852	2	2
RSubduralMet	17	4911239	11888059	2	0
RSubduralMet	17	11914615	22163680	2	2
RSubduralMet	17	25800562	62410447	2	2
RSubduralMet	17	62515017	64098545	2	0
RSubduralMet	17	64100060	69404223	2	2
RSubduralMet	17	70318866	79998444	2	2
RSubduralMet	18	125632	14142302	2	2
RSubduralMet	18	18559675	53037388	2	2
RSubduralMet	18	53662881	77998496	2	2
RSubduralMet	19	260137	6510003	2	1
RSubduralMet	19	6516492	8079591	1	0
RSubduralMet	19	8081543	16658684	2	1
RSubduralMet	19	16665857	24603386	2	1
RSubduralMet	19	27741320	59097308	2	1
RSubduralMet	20	20061474	26369568	2	2
RSubduralMet	20	29369570	62914092	2	2
RSubduralMet	21	15281252	38114442	2	2
RSubduralMet	21	38394733	39872696	2	2
RSubduralMet	21	40516288	42852497	2	1
RSubduralMet	21	42870522	48038575	2	2
RSubduralMet	22	16568293	49998877	2	1
RIngLNMet	1	770085	16851440	2	1
RIngLNMet	1	17275895	21009611	2	1
RIngLNMet	1	21758505	63956746	2	1
RIngLNMet	1	63988904	67207598	2	1
RIngLNMet	1	67597693	69324595	2	1
RIngLNMet	1	69743750	80854094	2	1
RIngLNMet	1	80926312	87322286	1	0
RIngLNMet	1	87473642	90953336	2	1
RIngLNMet	1	92469678	94275908	2	1
RIngLNMet	1	95180880	121350213	2	1
RIngLNMet	1	144896319	212345669	2	1
RIngLNMet	1	212354412	213356494	1	0
RIngLNMet	1	213364581	249216384	2	1
RIngLNMet	2	30762	11758536	2	2
RIngLNMet	2	11761422	25646967	2	2
RIngLNMet	2	26558294	27685014	2	2
RIngLNMet	2	27688601	28780313	2	2
RIngLNMet	2	28789884	31276325	2	2
RIngLNMet	2	31280138	47368754	2	2
RIngLNMet	2	47371933	56978709	2	2
RIngLNMet	2	57230838	58306811	2	2
RIngLNMet	2	58309374	77420661	2	0
RIngLNMet	2	77429248	80057523	2	2
RIngLNMet	2	80062846	83008205	2	2
RIngLNMet	2	83504968	92266269	2	2
RIngLNMet	2	95346816	122207005	2	2
RIngLNMet	2	122455038	131141569	2	2
RIngLNMet	2	131893348	172399050	2	2
RIngLNMet	2	172416376	227670180	2	2
RIngLNMet	2	227857497	242979500	2	2
RIngLNMet	3	74710	6811529	2	2
RIngLNMet	3	6827403	31916987	2	2
RIngLNMet	3	31927419	70665990	2	2
RIngLNMet	3	70688829	73887945	2	2
RIngLNMet	3	73889849	87897910	2	2
RIngLNMet	3	87900375	90502271	2	2
RIngLNMet	3	93505756	124675577	2	2
RIngLNMet	3	125122081	131094744	2	2
RIngLNMet	3	131114421	151922841	2	2
RIngLNMet	3	152656180	153965068	2	2
RIngLNMet	3	154090291	175431181	2	2
RIngLNMet	3	176157040	194810129	2	2
RIngLNMet	3	194811612	197845233	2	2
RIngLNMet	4	92231	49092676	2	2
RIngLNMet	4	52681128	77259248	2	2
RIngLNMet	4	77262694	174106663	2	2
RIngLNMet	4	174109622	176134061	2	2
RIngLNMet	4	176150780	190790246	2	2
RIngLNMet	5	859828	46098606	2	1
RIngLNMet	5	49441779	50699552	2	1
RIngLNMet	5	50700597	57309750	2	1
RIngLNMet	5	57318866	58367957	3	2
RIngLNMet	5	58382465	99928881	2	1
RIngLNMet	5	99929353	180685900	2	1
RIngLNMet	6	205696	6782298	2	1
RIngLNMet	6	7245458	58773345	2	1
RIngLNMet	6	61881006	70925185	2	1
RIngLNMet	6	70930894	80431894	2	1
RIngLNMet	6	80458909	108810565	1	0
RIngLNMet	6	108833037	110118776	2	1
RIngLNMet	6	110150990	139107230	2	1
RIngLNMet	6	140128723	170847498	2	1
RIngLNMet	7	80500	57999512	2	2
RIngLNMet	7	61739232	159121569	2	2
RIngLNMet	8	164050	29184507	2	0
RIngLNMet	8	29195447	43086170	2	2
RIngLNMet	8	46858035	48099109	2	2
RIngLNMet	8	48101793	96801724	2	2
RIngLNMet	8	96813185	101710929	2	2
RIngLNMet	8	101747208	124150413	2	2
RIngLNMet	8	124150990	145977731	2	2
RIngLNMet	9	242529	24842558	2	2
RIngLNMet	9	24891933	38773520	2	2
RIngLNMet	9	71037776	117123750	2	2
RIngLNMet	9	117124519	118244782	2	0
RIngLNMet	9	118279910	121034033	2	2
RIngLNMet	9	121142577	141068960	2	2
RIngLNMet	10	167852	31081029	2	2
RIngLNMet	10	31094499	36754332	2	2
RIngLNMet	10	38012289	39054567	2	2
RIngLNMet	10	42411044	55659939	2	2
RIngLNMet	10	56585587	64351581	2	2
RIngLNMet	10	64821923	86376297	2	2
RIngLNMet	10	86767662	88421457	2	0
RIngLNMet	10	91178000	92449965	2	2
RIngLNMet	10	93203980	94436947	2	2
RIngLNMet	10	94447558	96128383	2	0
RIngLNMet	10	96227408	97376115	2	2
RIngLNMet	10	97390533	99667593	2	0
RIngLNMet	10	99684342	102746231	2	2
RIngLNMet	10	104677662	105844219	2	0
RIngLNMet	10	105883395	113636895	2	2
RIngLNMet	10	115147900	135235890	2	2
RIngLNMet	11	197337	2688526	2	1
RIngLNMet	11	2899538	5270418	2	1
RIngLNMet	11	5279153	51512796	2	1
RIngLNMet	11	55707447	134942926	2	1
RIngLNMet	12	193920	9626490	2	0
RIngLNMet	12	9630126	23281554	2	0
RIngLNMet	12	23283594	29864643	2	0
RIngLNMet	12	29864808	34840686	2	0
RIngLNMet	12	37864093	48213942	2	0
RIngLNMet	12	48245828	49444545	2	0
RIngLNMet	12	49455870	53442129	2	0
RIngLNMet	12	53442956	133802299	2	2
RIngLNMet	13	19455253	40345466	2	1
RIngLNMet	13	40351064	74222154	1	0
RIngLNMet	13	74310237	114989973	2	1
RIngLNMet	14	20425051	37741821	2	1
RIngLNMet	14	38110163	51717411	2	1
RIngLNMet	14	52488385	56972779	2	1
RIngLNMet	14	57054459	73700667	2	1
RIngLNMet	14	73704224	107283598	2	1
RIngLNMet	15	20029688	45439077	2	1
RIngLNMet	15	45454720	102376761	2	1
RIngLNMet	16	143503	1778515	2	1
RIngLNMet	16	3213276	19243587	2	1
RIngLNMet	16	20245283	23039075	2	1
RIngLNMet	16	23043360	34461167	2	1
RIngLNMet	16	46486172	89998794	2	1
RIngLNMet	17	6157	4835852	2	2
RIngLNMet	17	4911239	11888059	2	0
RIngLNMet	17	11914615	22163680	2	2
RIngLNMet	17	25800562	62410447	2	2
RIngLNMet	17	62515017	64098545	2	0
RIngLNMet	17	64100060	69404223	2	2
RIngLNMet	17	70318866	79998444	2	2
RIngLNMet	18	125632	14142302	2	2
RIngLNMet	18	18559675	53037388	2	2
RIngLNMet	18	53662881	77998496	2	2
RIngLNMet	19	260137	6510003	2	1
RIngLNMet	19	6516492	8079591	1	0
RIngLNMet	19	8081543	16658684	2	1
RIngLNMet	19	16665857	24603386	2	1
RIngLNMet	19	27741320	59097308	2	1
RIngLNMet	20	20061474	26369568	2	2
RIngLNMet	20	29369570	62914092	2	2
RIngLNMet	21	15281252	38114442	2	2
RIngLNMet	21	38394733	39872696	2	2
RIngLNMet	21	40516288	42852497	2	1
RIngLNMet	21	42870522	48038575	2	2
RIngLNMet	22	16568293	49998877	2	2
LAdrenalMet	1	770085	16851440	2	1
LAdrenalMet	1	17275895	21009611	2	1
LAdrenalMet	1	21758505	63956746	2	1
LAdrenalMet	1	63988904	67207598	2	1
LAdrenalMet	1	67597693	69324595	2	1
LAdrenalMet	1	69743750	80854094	2	1
LAdrenalMet	1	80926312	87322286	2	0
LAdrenalMet	1	87473642	90953336	2	1
LAdrenalMet	1	92469678	94275908	2	1
LAdrenalMet	1	95180880	121350213	2	1
LAdrenalMet	1	144896319	212345669	2	1
LAdrenalMet	1	212354412	213356494	1	0
LAdrenalMet	1	213364581	249216384	2	1
LAdrenalMet	2	30762	11758536	2	2
LAdrenalMet	2	11761422	25646967	2	2
LAdrenalMet	2	26558294	27685014	2	2
LAdrenalMet	2	27688601	28780313	2	2
LAdrenalMet	2	28789884	31276325	2	2
LAdrenalMet	2	31280138	47368754	2	2
LAdrenalMet	2	47371933	56978709	2	2
LAdrenalMet	2	57230838	58306811	2	2
LAdrenalMet	2	58309374	77420661	3	0
LAdrenalMet	2	77429248	80057523	2	2
LAdrenalMet	2	80062846	83008205	2	2
LAdrenalMet	2	83504968	92266269	2	2
LAdrenalMet	2	95346816	122207005	2	2
LAdrenalMet	2	122455038	131141569	2	2
LAdrenalMet	2	131893348	172399050	2	2
LAdrenalMet	2	172416376	227670180	2	2
LAdrenalMet	2	227857497	242979500	2	2
LAdrenalMet	3	74710	6811529	2	2
LAdrenalMet	3	6827403	31916987	2	2
LAdrenalMet	3	31927419	70665990	2	2
LAdrenalMet	3	70688829	73887945	2	2
LAdrenalMet	3	73889849	87897910	2	2
LAdrenalMet	3	87900375	90502271	2	2
LAdrenalMet	3	93505756	124675577	2	2
LAdrenalMet	3	125122081	131094744	2	2
LAdrenalMet	3	131114421	151922841	2	2
LAdrenalMet	3	152656180	153965068	2	2
LAdrenalMet	3	154090291	175431181	2	2
LAdrenalMet	3	176157040	194810129	2	2
LAdrenalMet	3	194811612	197845233	2	2
LAdrenalMet	4	92231	49092676	2	2
LAdrenalMet	4	52681128	77259248	2	2
LAdrenalMet	4	77262694	174106663	2	2
LAdrenalMet	4	174109622	176134061	2	2
LAdrenalMet	4	176150780	190790246	2	2
LAdrenalMet	5	859828	46098606	1	2
LAdrenalMet	5	49441779	50699552	2	1
LAdrenalMet	5	50700597	57309750	1	2
LAdrenalMet	5	57318866	58367957	4	1
LAdrenalMet	5	58382465	99928881	1	2
LAdrenalMet	5	99929353	180685900	1	2
LAdrenalMet	6	205696	6782298	2	1
LAdrenalMet	6	7245458	58773345	2	1
LAdrenalMet	6	61881006	70925185	2	1
LAdrenalMet	6	70930894	80431894	2	1
LAdrenalMet	6	80458909	108810565	2	0
LAdrenalMet	6	108833037	110118776	2	1
LAdrenalMet	6	110150990	139107230	2	1
LAdrenalMet	6	140128723	170847498	2	1
LAdrenalMet	7	80500	57999512	2	2
LAdrenalMet	7	61739232	159121569	2	2
LAdrenalMet	8	164050	29184507	4	0
LAdrenalMet	8	29195447	43086170	2	2
LAdrenalMet	8	46858035	48099109	2	2
LAdrenalMet	8	48101793	96801724	2	2
LAdrenalMet	8	96813185	101710929	2	2
LAdrenalMet	8	101747208	124150413	2	2
LAdrenalMet	8	124150990	145977731	2	2
LAdrenalMet	9	242529	24842558	2	2
LAdrenalMet	9	24891933	38773520	2	2
LAdrenalMet	9	71037776	117123750	2	2
LAdrenalMet	9	117124519	118244782	4	0
LAdrenalMet	9	118279910	121034033	2	2
LAdrenalMet	9	121142577	141068960	2	2
LAdrenalMet	10	167852	31081029	2	2
LAdrenalMet	10	31094499	36754332	2	2
LAdrenalMet	10	38012289	39054567	2	1
LAdrenalMet	10	42411044	55659939	2	2
LAdrenalMet	10	56585587	64351581	2	2
LAdrenalMet	10	64821923	86376297	2	2
LAdrenalMet	10	86767662	88421457	3	0
LAdrenalMet	10	91178000	92449965	2	2
LAdrenalMet	10	93203980	94436947	2	2
LAdrenalMet	10	94447558	96128383	3	0
LAdrenalMet	10	96227408	97376115	2	2
LAdrenalMet	10	97390533	99667593	4	0
LAdrenalMet	10	99684342	102746231	2	2
LAdrenalMet	10	104677662	105844219	3	0
LAdrenalMet	10	105883395	113636895	2	2
LAdrenalMet	10	115147900	135235890	2	2
LAdrenalMet	11	197337	2688526	2	1
LAdrenalMet	11	2899538	5270418	2	1
LAdrenalMet	11	5279153	51512796	2	1
LAdrenalMet	11	55707447	134942926	2	1
LAdrenalMet	12	193920	9626490	4	0
LAdrenalMet	12	9630126	23281554	3	0
LAdrenalMet	12	23283594	29864643	2	0
LAdrenalMet	12	29864808	34840686	3	0
LAdrenalMet	12	37864093	48213942	2	0
LAdrenalMet	12	48245828	49444545	3	0
LAdrenalMet	12	49455870	53442129	3	0
LAdrenalMet	12	53442956	133802299	2	2
LAdrenalMet	13	19455253	40345466	2	1
LAdrenalMet	13	40351064	74222154	2	0
LAdrenalMet	13	74310237	114989973	2	1
LAdrenalMet	14	20425051	37741821	2	1
LAdrenalMet	14	38110163	51717411	2	1
LAdrenalMet	14	52488385	56972779	2	1
LAdrenalMet	14	57054459	73700667	2	1
LAdrenalMet	14	73704224	107283598	2	1
LAdrenalMet	15	20029688	45439077	2	1
LAdrenalMet	15	45454720	102376761	2	1
LAdrenalMet	16	143503	1778515	2	1
LAdrenalMet	16	3213276	19243587	2	1
LAdrenalMet	16	20245283	23039075	1	1
LAdrenalMet	16	23043360	34461167	1	1
LAdrenalMet	16	46486172	89998794	2	1
LAdrenalMet	17	6157	4835852	2	2
LAdrenalMet	17	4911239	11888059	4	0
LAdrenalMet	17	11914615	22163680	2	2
LAdrenalMet	17	25800562	62410447	2	2
LAdrenalMet	17	62515017	64098545	3	0
LAdrenalMet	17	64100060	69404223	2	2
LAdrenalMet	17	70318866	79998444	2	2
LAdrenalMet	18	125632	14142302	2	1
LAdrenalMet	18	18559675	53037388	2	1
LAdrenalMet	18	53662881	77998496	2	1
LAdrenalMet	19	260137	6510003	2	1
LAdrenalMet	19	6516492	8079591	2	0
LAdrenalMet	19	8081543	16658684	2	1
LAdrenalMet	19	16665857	24603386	2	1
LAdrenalMet	19	27741320	59097308	2	1
LAdrenalMet	20	20061474	26369568	2	2
LAdrenalMet	20	29369570	62914092	2	2
LAdrenalMet	21	15281252	38114442	2	2
LAdrenalMet	21	38394733	39872696	2	2
LAdrenalMet	21	40516288	42852497	2	1
LAdrenalMet	21	42870522	48038575	2	2
LAdrenalMet	22	16568293	49998877	2	2
Primary	1	770085	16851440	1	0
Primary	1	17275895	21009611	1	0
Primary	1	21758505	63956746	1	0
Primary	1	63988904	67207598	1	0
Primary	1	67597693	69324595	1	0
Primary	1	69743750	80854094	1	0
Primary	1	80926312	87322286	0	1
Primary	1	87473642	90953336	1	0
Primary	1	92469678	94275908	1	0
Primary	1	95180880	121350213	1	0
Primary	1	144896319	212345669	1	0
Primary	1	212354412	213356494	1	0
Primary	1	213364581	249216384	1	0
Primary	2	30762	11758536	1	1
Primary	2	11761422	25646967	1	0
Primary	2	26558294	27685014	1	0
Primary	2	27688601	28780313	1	0
Primary	2	28789884	31276325	1	0
Primary	2	31280138	47368754	1	0
Primary	2	47371933	56978709	1	1
Primary	2	57230838	58306811	1	1
Primary	2	58309374	77420661	1	0
Primary	2	77429248	80057523	1	1
Primary	2	80062846	83008205	1	1
Primary	2	83504968	92266269	1	1
Primary	2	95346816	122207005	1	1
Primary	2	122455038	131141569	1	1
Primary	2	131893348	172399050	1	1
Primary	2	172416376	227670180	1	1
Primary	2	227857497	242979500	1	1
Primary	3	74710	6811529	1	1
Primary	3	6827403	31916987	1	1
Primary	3	31927419	70665990	1	1
Primary	3	70688829	73887945	1	0
Primary	3	73889849	87897910	1	1
Primary	3	87900375	90502271	1	1
Primary	3	93505756	124675577	1	1
Primary	3	125122081	131094744	1	1
Primary	3	131114421	151922841	1	1
Primary	3	152656180	153965068	1	1
Primary	3	154090291	175431181	1	1
Primary	3	176157040	194810129	1	1
Primary	3	194811612	197845233	1	1
Primary	4	92231	49092676	1	1
Primary	4	52681128	77259248	1	1
Primary	4	77262694	174106663	1	1
Primary	4	174109622	176134061	1	0
Primary	4	176150780	190790246	1	1
Primary	5	859828	46098606	1	1
Primary	5	49441779	50699552	1	0
Primary	5	50700597	57309750	1	0
Primary	5	57318866	58367957	0	1
Primary	5	58382465	99928881	1	0
Primary	5	99929353	180685900	1	1
Primary	6	205696	6782298	1	0
Primary	6	7245458	58773345	1	0
Primary	6	61881006	70925185	1	0
Primary	6	70930894	80431894	1	0
Primary	6	80458909	108810565	0	1
Primary	6	108833037	110118776	1	0
Primary	6	110150990	139107230	1	0
Primary	6	140128723	170847498	1	0
Primary	7	80500	57999512	1	1
Primary	7	61739232	159121569	1	1
Primary	8	164050	29184507	1	0
Primary	8	29195447	43086170	1	1
Primary	8	46858035	48099109	1	1
Primary	8	48101793	96801724	1	1
Primary	8	96813185	101710929	1	1
Primary	8	101747208	124150413	1	1
Primary	8	124150990	145977731	1	1
Primary	9	242529	24842558	1	1
Primary	9	24891933	38773520	2	0
Primary	9	71037776	117123750	1	1
Primary	9	117124519	118244782	1	0
Primary	9	118279910	121034033	1	1
Primary	9	121142577	141068960	1	1
Primary	10	167852	31081029	1	1
Primary	10	31094499	36754332	1	0
Primary	10	38012289	39054567	1	1
Primary	10	42411044	55659939	1	1
Primary	10	56585587	64351581	1	1
Primary	10	64821923	86376297	1	1
Primary	10	86767662	88421457	1	0
Primary	10	91178000	92449965	1	1
Primary	10	93203980	94436947	1	1
Primary	10	94447558	96128383	1	0
Primary	10	96227408	97376115	1	1
Primary	10	97390533	99667593	1	0
Primary	10	99684342	102746231	1	1
Primary	10	104677662	105844219	1	0
Primary	10	105883395	113636895	1	1
Primary	10	115147900	135235890	1	1
Primary	11	197337	2688526	1	0
Primary	11	2899538	5270418	1	0
Primary	11	5279153	51512796	1	0
Primary	11	55707447	134942926	1	0
Primary	12	193920	9626490	1	0
Primary	12	9630126	23281554	1	0
Primary	12	23283594	29864643	1	0
Primary	12	29864808	34840686	1	0
Primary	12	37864093	48213942	1	0
Primary	12	48245828	49444545	1	0
Primary	12	49455870	53442129	1	0
Primary	12	53442956	133802299	1	1
Primary	13	19455253	40345466	0	1
Primary	13	40351064	74222154	0	1
Primary	13	74310237	114989973	0	1
Primary	14	20425051	37741821	1	0
Primary	14	38110163	51717411	1	0
Primary	14	52488385	56972779	1	0
Primary	14	57054459	73700667	1	0
Primary	14	73704224	107283598	1	0
Primary	15	20029688	45439077	1	0
Primary	15	45454720	102376761	1	0
Primary	16	143503	1778515	1	1
Primary	16	3213276	19243587	1	1
Primary	16	20245283	23039075	1	1
Primary	16	23043360	34461167	1	1
Primary	16	46486172	89998794	0	1
Primary	17	6157	4835852	1	0
Primary	17	4911239	11888059	1	0
Primary	17	11914615	22163680	1	1
Primary	17	25800562	62410447	1	1
Primary	17	62515017	64098545	1	0
Primary	17	64100060	69404223	1	1
Primary	17	70318866	79998444	1	1
Primary	18	125632	14142302	1	1
Primary	18	18559675	53037388	1	1
Primary	18	53662881	77998496	1	1
Primary	19	260137	6510003	1	0
Primary	19	6516492	8079591	0	1
Primary	19	8081543	16658684	0	1
Primary	19	16665857	24603386	1	0
Primary	19	27741320	59097308	0	1
Primary	20	20061474	26369568	1	1
Primary	20	29369570	62914092	1	1
Primary	21	15281252	38114442	1	1
Primary	21	38394733	39872696	1	1
Primary	21	40516288	42852497	1	0
Primary	21	42870522	48038575	1	1
Primary	22	16568293	49998877	1	1
RRib7Met	1	770085	16851440	2	1
RRib7Met	1	17275895	21009611	2	1
RRib7Met	1	21758505	63956746	2	1
RRib7Met	1	63988904	67207598	2	1
RRib7Met	1	67597693	69324595	2	1
RRib7Met	1	69743750	80854094	2	1
RRib7Met	1	80926312	87322286	1	0
RRib7Met	1	87473642	90953336	2	1
RRib7Met	1	92469678	94275908	2	1
RRib7Met	1	95180880	121350213	2	1
RRib7Met	1	144896319	212345669	2	1
RRib7Met	1	212354412	213356494	1	0
RRib7Met	1	213364581	249216384	2	1
RRib7Met	2	30762	11758536	2	2
RRib7Met	2	11761422	25646967	2	2
RRib7Met	2	26558294	27685014	2	2
RRib7Met	2	27688601	28780313	2	2
RRib7Met	2	28789884	31276325	2	2
RRib7Met	2	31280138	47368754	2	2
RRib7Met	2	47371933	56978709	2	2
RRib7Met	2	57230838	58306811	2	2
RRib7Met	2	58309374	77420661	2	0
RRib7Met	2	77429248	80057523	2	2
RRib7Met	2	80062846	83008205	2	2
RRib7Met	2	83504968	92266269	2	2
RRib7Met	2	95346816	122207005	2	2
RRib7Met	2	122455038	131141569	2	2
RRib7Met	2	131893348	172399050	2	2
RRib7Met	2	172416376	227670180	2	2
RRib7Met	2	227857497	242979500	2	2
RRib7Met	3	74710	6811529	2	2
RRib7Met	3	6827403	31916987	2	2
RRib7Met	3	31927419	70665990	2	2
RRib7Met	3	70688829	73887945	2	2
RRib7Met	3	73889849	87897910	2	2
RRib7Met	3	87900375	90502271	2	2
RRib7Met	3	93505756	124675577	2	2
RRib7Met	3	125122081	131094744	2	2
RRib7Met	3	131114421	151922841	2	2
RRib7Met	3	152656180	153965068	2	1
RRib7Met	3	154090291	175431181	2	2
RRib7Met	3	176157040	194810129	2	2
RRib7Met	3	194811612	197845233	2	2
RRib7Met	4	92231	49092676	2	2
RRib7Met	4	52681128	77259248	2	2
RRib7Met	4	77262694	174106663	2	2
RRib7Met	4	174109622	176134061	2	2
RRib7Met	4	176150780	190790246	2	2
RRib7Met	5	859828	46098606	2	1
RRib7Met	5	49441779	50699552	2	1
RRib7Met	5	50700597	57309750	2	1
RRib7Met	5	57318866	58367957	3	2
RRib7Met	5	58382465	99928881	2	1
RRib7Met	5	99929353	180685900	2	1
RRib7Met	6	205696	6782298	2	1
RRib7Met	6	7245458	58773345	2	1
RRib7Met	6	61881006	70925185	2	1
RRib7Met	6	70930894	80431894	2	1
RRib7Met	6	80458909	108810565	1	0
RRib7Met	6	108833037	110118776	2	1
RRib7Met	6	110150990	139107230	2	1
RRib7Met	6	140128723	170847498	2	1
RRib7Met	7	80500	57999512	2	2
RRib7Met	7	61739232	159121569	2	2
RRib7Met	8	164050	29184507	3	0
RRib7Met	8	29195447	43086170	2	2
RRib7Met	8	46858035	48099109	2	2
RRib7Met	8	48101793	96801724	2	2
RRib7Met	8	96813185	101710929	2	2
RRib7Met	8	101747208	124150413	2	2
RRib7Met	8	124150990	145977731	2	2
RRib7Met	9	242529	24842558	2	2
RRib7Met	9	24891933	38773520	2	2
RRib7Met	9	71037776	117123750	2	2
RRib7Met	9	117124519	118244782	2	0
RRib7Met	9	118279910	121034033	2	2
RRib7Met	9	121142577	141068960	2	2
RRib7Met	10	167852	31081029	2	2
RRib7Met	10	31094499	36754332	2	2
RRib7Met	10	38012289	39054567	2	2
RRib7Met	10	42411044	55659939	2	2
RRib7Met	10	56585587	64351581	2	2
RRib7Met	10	64821923	86376297	2	2
RRib7Met	10	86767662	88421457	2	0
RRib7Met	10	91178000	92449965	2	2
RRib7Met	10	93203980	94436947	2	2
RRib7Met	10	94447558	96128383	2	0
RRib7Met	10	96227408	97376115	2	2
RRib7Met	10	97390533	99667593	2	0
RRib7Met	10	99684342	102746231	2	2
RRib7Met	10	104677662	105844219	2	0
RRib7Met	10	105883395	113636895	2	2
RRib7Met	10	115147900	135235890	2	2
